laptop id,company,product,typename,inches,ScreenResolution,Cpu,Ram,Gpu,OpSys,Weight,Price_euros
L1211,Toshiba,Dynabook Portege X1,Chromebook,14.5,3200x2000 IPS 3.2K,Core i7-13700H,48GB,NVIDIA GeForce RTX 3050,Ubuntu 24.04,1.94,2263.27
L1212,Avita,Pura 13,Gaming,14.5,2880x1800 Touchscreen 2.8K,Core i7-13700H,32GB,NVIDIA GeForce RTX 4050,Windows 11,1.94,1957.42
L1213,Huawei,MateBook 14 Plus,Workstation,13.6,3000x2000 Touchscreen 3K,Core Ultra 7 155H,64GB,AMD Radeon 780M,Windows 11 Pro,1.36,2444.25
L1214,HP,Spectre x360 15,Chromebook,13.3,3000x2000 Touchscreen 3K,Core Ultra 7 155H,8GB,NVIDIA GeForce RTX 4050,Windows 11,1.73,1483.73
L1215,Toshiba,Dynabook Tecra 15,Netbook,17,3000x2000 IPS Touchscreen 3K,Ryzen 7 7840U,8GB,Intel Arc iGPU,ChromeOS,2.29,1145.02
L1216,Microsoft,Surface Pro Plus,Workstation,17,1920x1080 IPS Full HD,Ryzen 7 8840U,24GB,Apple M3 10‑core GPU,Windows 11,2.19,1634.42
L1217,Acer,TravelMate Pro,2 in 1 Convertible,16.1,3000x2000 Touchscreen 3K,Ryzen 5 7640U,48GB,Intel Iris Xe,Windows 11,1.85,1706.09
L1218,Samsung,Galaxy Book Pro 7,Notebook,14,3840x2160 IPS 4K UHD,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4070,Windows 11,1.93,1664.96
L1219,Toshiba,Dynabook Portege 14,Business,17,3000x2000 IPS 3K,Ryzen 9 7940HS,48GB,AMD Radeon 760M,Windows 11,2.15,2226.55
L1220,Lenovo,ThinkPad X 16,Notebook,16,1920x1080 Touchscreen Full HD,Ryzen 5 7640U,32GB,Apple M3 10‑core GPU,Windows 11,1.8,1467.65
L1221,Gigabyte,AORUS G16,Business,15.6,1920x1080 Touchscreen Full HD,Ryzen 7 7840U,24GB,Intel Arc iGPU,Ubuntu 24.04,1.69,1356.8
L1222,Razer,Blade Stealth X1,2 in 1 Convertible,15,3000x2000 Touchscreen 3K,Core i5-1340P,32GB,Apple M3 10‑core GPU,Windows 11,1.54,1649.88
L1223,Acer,Swift X1,Gaming,14,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i5-13500H,24GB,NVIDIA GeForce RTX 4050,Windows 11,1.64,1560.57
L1224,Lenovo,Legion,Business,14,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 7840U,48GB,AMD Radeon 760M,Windows 11,1.33,1781.02
L1225,Dell,XPS 16,Notebook,14.5,3840x2160 IPS 4K UHD,Core i7-1360P,64GB,Apple M3 10‑core GPU,Windows 11,1.55,2583.51
L1226,Huawei,MateBook X 13,2 in 1 Convertible,14.5,2880x1800 IPS Touchscreen 2.8K,Ryzen 5 7640U,24GB,Intel Iris Xe,ChromeOS,1.36,1103.09
L1227,Microsoft,Surface Pro 13,Business,15.6,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 165H,24GB,AMD Radeon 780M,Ubuntu 24.04,1.58,1786.19
L1228,Dell,Vostro G16,Ultrabook,14.5,3200x2000 Touchscreen 3.2K,Ryzen 5 7640U,48GB,AMD Radeon 760M,Windows 11,1.44,1796.24
L1229,Avita,Liber V Pro,Gaming,15,3000x2000 IPS Touchscreen 3K,Core i9-13900H,48GB,Intel Arc iGPU,Ubuntu 24.04,1.62,2518.91
L1230,ASUS,Zenbook 7,Workstation,16,3000x2000 IPS 3K,Core i7-1360P,48GB,Intel Iris Xe,ChromeOS,1.83,2273.13
L1231,Microsoft,Surface Laptop Studio Plus,2 in 1 Convertible,16,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 8840U,48GB,AMD Radeon 760M,Windows 11,1.77,2076.49
L1232,Acer,Swift 13,Notebook,14,3200x2000 IPS Touchscreen 3.2K,Core Ultra 5 125H,64GB,AMD Radeon 780M,Windows 11 Pro,1.43,2025.78
L1233,Dell,XPS 7,Notebook,16,3200x2000 IPS Touchscreen 3.2K,Core Ultra 9 185H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 22.04,2.12,3926.86
L1234,LG,Gram 13,Workstation,15.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i5-13500H,32GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,2.13,2006.27
L1235,ASUS,VivoBook,Workstation,16,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7735HS,48GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.27,2551.87
L1236,Gigabyte,G5 G16,Business,15.6,2880x1800 Touchscreen 2.8K,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4060,Ubuntu 22.04,1.93,1479.12
L1237,MSI,Modern 15,Netbook,15,3840x2160 Touchscreen 4K UHD,Ryzen 7 7840U,64GB,Intel Iris Xe,Ubuntu 24.04,1.59,2127.05
L1238,MSI,Creator Plus,Netbook,14.5,1920x1080 IPS Full HD,Ryzen 7 7840U,16GB,Intel Arc iGPU,Windows 11 Pro,1.39,1159.06
L1239,Samsung,Galaxy Book Pro 7,Chromebook,15,2880x1800 IPS 2.8K,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.95,1298.43
L1240,Toshiba,Dynabook Portege Pro,Business,13.3,1920x1080 IPS Touchscreen Full HD,Core Ultra 7 155H,32GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,1.77,2493.7
L1241,HP,EliteBook Plus,Netbook,16.1,3840x2160 IPS 4K UHD,Ryzen 9 7940HS,16GB,AMD Radeon 760M,Ubuntu 22.04,1.93,1565.25
L1242,HP,Spectre x360 14,Ultrabook,14.5,3000x2000 Touchscreen 3K,Core i7-13700H,24GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2,1979.96
L1243,Acer,Aspire G16,Workstation,17,2560x1440 Touchscreen Quad HD,Core Ultra 7 155H,64GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,2.6,2843.5
L1244,Apple,MacBook Air 15,Workstation,15.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Apple M3 Max,24GB,Apple M3 10‑core GPU,macOS,1.7,2283.08
L1245,Toshiba,Dynabook Tecra 13,Gaming,14.5,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 8840U,48GB,Apple M3 10‑core GPU,Ubuntu 24.04,1.49,1780.7
L1246,Toshiba,Dynabook Tecra 7,Chromebook,16,3840x2160 IPS 4K UHD,Core i5-1340P,64GB,Intel Iris Xe,Windows 11,1.74,2278.24
L1247,Microsoft,Surface Laptop Studio 14,Notebook,16.1,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i9-13900H,8GB,Intel Arc iGPU,Windows 11 Pro,1.99,2007.47
L1248,ASUS,ROG Zephyrus 15,Ultrabook,16,3000x2000 IPS 3K,Ryzen 7 7735HS,48GB,AMD Radeon 780M,Windows 11,1.77,1879.84
L1249,ASUS,Zenbook,Notebook,17,1920x1080 IPS Touchscreen Full HD,Ryzen 9 7940HS,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,ChromeOS,2.71,2952.39
L1250,ASUS,ROG Zephyrus G16,Workstation,15,2880x1800 IPS 2.8K,Core i9-13900H,24GB,NVIDIA GeForce RTX 4070,Windows 11,1.99,2733.93
L1251,LG,Ultra PC 15,Notebook,14,3000x2000 Touchscreen 3K,Ryzen 7 7735HS,64GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.95,3370.93
L1252,Avita,Liber V 16,Netbook,16.1,3000x2000 IPS Touchscreen 3K,Core i7-13700H,8GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.16,2061.64
L1253,Huawei,MateBook 14 Pro,Business,15,2560x1440 Touchscreen Quad HD,Core Ultra 9 185H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.9,3619.62
L1254,Dell,Alienware m 7,Ultrabook,16,3840x2160 IPS 4K UHD,Core Ultra 7 165H,48GB,Intel Arc iGPU,Windows 11,1.73,2315.75
L1255,Toshiba,Dynabook Tecra,Gaming,14.5,2560x1440 IPS Quad HD,Core Ultra 7 155H,64GB,NVIDIA GeForce RTX 4070,Windows 11,1.57,3129.37
L1256,Razer,Blade Stealth X1,Notebook,13.3,3000x2000 IPS 3K,Ryzen 7 7840U,24GB,AMD Radeon 760M,Ubuntu 24.04,1.16,1464.19
L1257,Avita,Pura G16,2 in 1 Convertible,13.6,3000x2000 IPS Touchscreen 3K,Core i7-13700H,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.6,2747.72
L1258,Acer,Swift,Ultrabook,14.5,3200x2000 IPS 3.2K,Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 4060,ChromeOS,2.05,1816.88
L1259,Dell,Latitude,Ultrabook,16,2880x1800 IPS Touchscreen 2.8K,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 3050,ChromeOS,2.13,2182.78
L1260,Huawei,MateBook D 15,Workstation,13.3,3840x2160 Touchscreen 4K UHD,Ryzen 5 7640U,32GB,Apple M3 10‑core GPU,Ubuntu 24.04,1.3,1291.03
L1261,Microsoft,Surface Pro,Netbook,17,3840x2160 IPS 4K UHD,Ryzen 9 7940HS,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,2.49,3502.04
L1262,Microsoft,Surface Laptop Pro,Business,17,3000x2000 IPS Touchscreen 3K,Core i7-13700H,48GB,AMD Radeon 760M,Ubuntu 22.04,2.17,2348.23
L1263,Razer,Blade Stealth 14,Netbook,16.1,3840x2160 IPS 4K UHD,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 4050,Windows 11,2.23,1849.32
L1264,Acer,Nitro Pro,Gaming,16,1920x1080 Touchscreen Full HD,Core i9-13900H,8GB,Apple M3 10‑core GPU,Windows 11,1.89,1851.92
L1265,Acer,Predator Helios Pro,Netbook,13.6,2880x1800 Touchscreen 2.8K,Ryzen 7 8840U,64GB,Intel Arc iGPU,Windows 11,1.29,2070.06
L1266,HP,Spectre x360 13,Gaming,15,1920x1080 IPS Touchscreen Full HD,Ryzen 7 7840U,32GB,AMD Radeon 780M,Windows 11,1.57,1542.08
L1267,Microsoft,Surface Pro 13,Chromebook,13.3,3840x2160 IPS Touchscreen 4K UHD,Ryzen 7 8840U,24GB,Intel Iris Xe,Windows 11 Pro,1.29,1418.47
L1268,Toshiba,Dynabook Tecra G16,Business,17,2560x1440 IPS Quad HD,Core Ultra 7 165H,24GB,NVIDIA GeForce RTX 3050,Windows 11,2.69,2002.18
L1269,Lenovo,IdeaPad Slim X1,Workstation,13.3,2880x1800 IPS 2.8K,Core Ultra 7 165H,24GB,AMD Radeon 760M,ChromeOS,1.25,1639.54
L1270,Razer,Blade Stealth 16,Ultrabook,13.3,1920x1080 Touchscreen Full HD,Core Ultra 7 165H,64GB,NVIDIA GeForce RTX 4070,Windows 11,1.76,3292.41
L1271,Microsoft,Surface Laptop Studio,Chromebook,13.6,1920x1080 Touchscreen Full HD,Core Ultra 7 155H,8GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.77,1706.12
L1272,Dell,Latitude 14,Business,13.6,3200x2000 IPS 3.2K,Ryzen 7 7840U,32GB,Intel Arc iGPU,Ubuntu 22.04,1.23,1534.27
L1273,Dell,Vostro Plus,Netbook,13.3,1920x1080 Touchscreen Full HD,Ryzen 5 7640U,48GB,Apple M3 10‑core GPU,Ubuntu 24.04,1.29,1729.51
L1274,LG,Gram Plus,Chromebook,16,3000x2000 IPS Touchscreen 3K,Core i5-13500H,24GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.29,2015.25
L1275,Razer,Blade 7,2 in 1 Convertible,15,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 9 185H,64GB,Intel Arc iGPU,Windows 11,1.48,3070.71
L1276,LG,Ultra PC 15,Gaming,13.6,2880x1800 Touchscreen 2.8K,Core i7-1360P,32GB,AMD Radeon 780M,Windows 11,1.26,1949.39
L1277,MSI,Pulse,Business,15,3000x2000 Touchscreen 3K,Core i5-13500H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,2.19,2645.44
L1278,Microsoft,Surface Laptop Studio 14,Netbook,14.5,2880x1800 IPS Touchscreen 2.8K,Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.06,2001.61
L1279,MSI,Creator 7,Netbook,15.6,1920x1080 Touchscreen Full HD,Ryzen 7 7840U,16GB,Apple M3 10‑core GPU,Windows 11,1.67,1230.31
L1280,Acer,Predator Helios 13,Ultrabook,16.1,3200x2000 IPS Touchscreen 3.2K,Ryzen 5 7640U,64GB,Apple M3 10‑core GPU,Windows 11,1.82,2030.83
L1281,Dell,Vostro Pro,Business,13.6,3000x2000 IPS Touchscreen 3K,Core Ultra 7 165H,24GB,AMD Radeon 760M,Windows 11,1.33,1693.03
L1282,LG,Gram X1,Netbook,14.5,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 7 165H,8GB,Intel Iris Xe,Windows 11 Pro,1.51,1467.01
L1283,Acer,Swift,Gaming,16,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 155H,24GB,NVIDIA GeForce RTX 4050,Ubuntu 22.04,2.33,2023.73
L1284,LG,Ultra PC 7,Netbook,13.3,2880x1800 Touchscreen 2.8K,Core i7-13700H,8GB,Intel Iris Xe,Ubuntu 24.04,1.27,1356.44
L1285,Acer,TravelMate G16,Ultrabook,14.5,3200x2000 IPS 3.2K,Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.86,2569.7
L1286,Razer,Blade,Workstation,15.6,2560x1440 IPS Quad HD,Core i5-13500H,8GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.18,1674.2
L1287,LG,Ultra PC Plus,Gaming,17,2560x1600 Touchscreen WQXGA (HD quality),Core i7-1360P,64GB,Apple M3 10‑core GPU,Windows 11,2.17,2629.19
L1288,Apple,MacBook Pro 7,Ultrabook,13.3,2880x1800 IPS Touchscreen 2.8K,Apple M3 Max,48GB,Apple M3 10‑core GPU,macOS,1.16,2621.08
L1289,Huawei,MateBook X 7,Workstation,13.3,3840x2160 IPS Touchscreen 4K UHD,Core i7-13700H,48GB,NVIDIA GeForce RTX 4050,Windows 11,1.73,2287.57
L1290,Razer,Blade Stealth 15,Ultrabook,13.3,2880x1800 Touchscreen 2.8K,Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.7,1787.63
L1291,MSI,Creator 16,Gaming,16,2560x1440 Touchscreen Quad HD,Core i7-13700H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.28,3351.28
L1292,Lenovo,ThinkPad T 16,Netbook,13.6,1920x1080 IPS Full HD,Core Ultra 5 125H,64GB,AMD Radeon 760M,Ubuntu 22.04,1.26,2020.73
L1293,Gigabyte,G6 Pro,Workstation,14.5,1920x1080 IPS Full HD,Core Ultra 7 155H,32GB,NVIDIA GeForce RTX 4050,Ubuntu 22.04,1.8,2054.5
L1294,Avita,Pura G16,Chromebook,15.6,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 155H,16GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 24.04,1.83,2683.92
L1295,Lenovo,Yoga 14,Ultrabook,14,2880x1800 Touchscreen 2.8K,Ryzen 7 7735HS,16GB,NVIDIA GeForce RTX 4070,ChromeOS,1.94,1776.39
L1296,Avita,Pura 13,Notebook,15.6,3840x2160 IPS 4K UHD,Core i9-13900H,8GB,NVIDIA GeForce RTX 4070,Windows 11,1.95,2494.32
L1297,HP,Spectre x360 G16,Notebook,17,3000x2000 Touchscreen 3K,Core i7-1360P,48GB,Intel Arc iGPU,Windows 11,2.2,2177.49
L1298,Acer,Predator Helios Pro,Notebook,15.6,3000x2000 IPS Touchscreen 3K,Ryzen 9 7940HS,16GB,Intel Arc iGPU,Windows 11,1.69,1557.55
L1299,Gigabyte,G5 15,Chromebook,17,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 155H,48GB,Apple M3 10‑core GPU,ChromeOS,2.2,2225.64
L1300,Avita,Liber V Pro,Workstation,15.6,2560x1600 IPS WQXGA (HD quality),Core i9-13900H,16GB,NVIDIA GeForce RTX 4070,Windows 11,1.86,2598.29
L1301,HP,Envy 14,Gaming,13.3,2560x1600 IPS WQXGA (HD quality),Ryzen 7 8840U,32GB,AMD Radeon 780M,Windows 11,1.33,1491.83
L1302,Huawei,MateBook D 13,Business,15.6,3000x2000 IPS Touchscreen 3K,Core Ultra 5 125H,64GB,NVIDIA GeForce RTX 3050,Windows 11,2.2,2462.87
L1303,HP,Envy 14,Gaming,16.1,2880x1800 Touchscreen 2.8K,Core Ultra 7 155H,16GB,NVIDIA GeForce RTX 4050,Windows 11,2.28,1875.22
L1304,MSI,Creator X1,2 in 1 Convertible,13.3,3200x2000 IPS 3.2K,Ryzen 7 7735HS,16GB,AMD Radeon 760M,Windows 11 Pro,1.23,1135.99
L1305,Razer,Blade 14,Notebook,13.3,3200x2000 IPS 3.2K,Core i5-13500H,64GB,Intel Arc iGPU,Windows 11 Pro,1.32,2175.31
L1306,HP,EliteBook Pro,2 in 1 Convertible,13.6,3840x2160 IPS 4K UHD,Ryzen 7 7840U,64GB,Apple M3 10‑core GPU,Ubuntu 22.04,1.31,2070.94
L1307,HP,EliteBook 13,2 in 1 Convertible,13.6,2880x1800 Touchscreen 2.8K,Core i9-13900H,8GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 24.04,1.91,2759.87
L1308,Gigabyte,AERO X1,2 in 1 Convertible,16,2560x1440 IPS Quad HD,Ryzen 7 8840U,24GB,Intel Arc iGPU,Windows 11 Pro,1.86,1471.82
L1309,ASUS,Zenbook 7,Business,16,2560x1440 IPS Touchscreen Quad HD,Ryzen 7 7735HS,16GB,Apple M3 10‑core GPU,Windows 11,1.76,1288.59
L1310,HP,OMEN 15,Gaming,14,2880x1800 IPS 2.8K,Ryzen 5 7640U,8GB,AMD Radeon 780M,ChromeOS,1.3,852.16
L1311,LG,Gram G16,Netbook,15,3200x2000 IPS 3.2K,Core i9-13900H,48GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,2.15,2989.34
L1312,Dell,Alienware m X1,Gaming,14.5,3200x2000 Touchscreen 3.2K,Core i5-13500H,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.05,2595.11
L1313,ASUS,TUF Gaming 14,Netbook,13.3,2560x1600 IPS Touchscreen WQXGA (HD quality),Core Ultra 9 185H,16GB,NVIDIA GeForce RTX 4050,ChromeOS,1.5,2020.08
L1314,Huawei,MateBook X Pro,Chromebook,16,1920x1080 Touchscreen Full HD,Ryzen 7 8840U,32GB,AMD Radeon 760M,ChromeOS,1.81,1564.91
L1315,Acer,Nitro X1,Workstation,15.6,2560x1440 Touchscreen Quad HD,Core i5-13500H,24GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.15,1747.12
L1316,ASUS,VivoBook 13,Gaming,15.6,2560x1600 Touchscreen WQXGA (HD quality),Core i9-13900H,64GB,Apple M3 10‑core GPU,Windows 11 Pro,1.65,2925.92
L1317,HP,OMEN Plus,Gaming,15.6,3840x2160 Touchscreen 4K UHD,Ryzen 9 7940HS,24GB,Intel Iris Xe,Windows 11,1.55,1733.12
L1318,ASUS,VivoBook 15,Netbook,13.6,2560x1600 IPS WQXGA (HD quality),Ryzen 5 7640U,24GB,Intel Arc iGPU,ChromeOS,1.38,1154.59
L1319,Razer,Blade 15,Gaming,16,3840x2160 IPS 4K UHD,Ryzen 7 8840U,24GB,Intel Iris Xe,Windows 11,1.79,1573.64
L1320,LG,Ultra PC 15,Notebook,13.3,1920x1080 IPS Touchscreen Full HD,Core i7-13700H,48GB,Intel Iris Xe,Windows 11,1.17,2244.89
L1321,Samsung,Galaxy Book Pro,Workstation,15.6,2560x1440 IPS Quad HD,Ryzen 7 8840U,64GB,Intel Iris Xe,Windows 11 Pro,1.6,2229.74
L1322,LG,Ultra PC,Notebook,16.1,2560x1440 IPS Touchscreen Quad HD,Core Ultra 5 125H,64GB,NVIDIA GeForce RTX 4060,Ubuntu 22.04,2.18,2778.89
L1323,Razer,Blade Stealth X1,Netbook,16,2560x1440 IPS Quad HD,Ryzen 5 7640U,8GB,AMD Radeon 780M,ChromeOS,1.83,1056.06
L1324,Gigabyte,G5 14,Chromebook,17,1920x1080 IPS Full HD,Ryzen 7 8840U,64GB,Apple M3 10‑core GPU,Windows 11,2.11,2289.7
L1325,Samsung,Galaxy Book3 14,Gaming,13.6,2560x1600 IPS WQXGA (HD quality),Ryzen 9 7940HS,64GB,Intel Iris Xe,Windows 11,1.31,2349.47
L1326,Razer,Blade 15,Business,17,3840x2160 IPS Touchscreen 4K UHD,Core i7-13700H,16GB,Intel Iris Xe,Windows 11 Pro,2.22,1705.64
L1327,HP,EliteBook X1,Gaming,13.3,3000x2000 IPS Touchscreen 3K,Core i7-13700H,16GB,NVIDIA GeForce RTX 4060,ChromeOS,1.67,1845.71
L1328,Lenovo,ThinkPad T 14,Gaming,14,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 7840U,64GB,Apple M3 10‑core GPU,Windows 11,1.25,2067.27
L1329,Samsung,Galaxy Book3 15,Netbook,14.5,2560x1440 IPS Quad HD,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 3050,Windows 11,2.02,1509.68
L1330,Microsoft,Surface Laptop X1,Chromebook,13.6,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 3050,Windows 11,1.62,2589.89
L1331,Toshiba,Dynabook Tecra Pro,Gaming,13.6,3840x2160 Touchscreen 4K UHD,Ryzen 7 8840U,48GB,AMD Radeon 780M,Ubuntu 24.04,1.23,1757.54
L1332,ASUS,VivoBook 14,2 in 1 Convertible,14.5,3200x2000 IPS 3.2K,Core Ultra 7 165H,64GB,NVIDIA GeForce RTX 3050,Ubuntu 24.04,1.68,2642.83
L1333,LG,Gram 14,Gaming,15.6,2880x1800 IPS 2.8K,Ryzen 7 7840U,48GB,AMD Radeon 780M,Windows 11,1.73,1981.49
L1334,Avita,Pura 15,Notebook,13.6,3000x2000 IPS 3K,Ryzen 9 7940HS,64GB,AMD Radeon 780M,Windows 11,1.19,2406.97
L1335,Lenovo,Legion 16,Notebook,17,2560x1600 IPS WQXGA (HD quality),Core Ultra 7 155H,16GB,Intel Iris Xe,Windows 11,2.2,1547.29
L1336,MSI,Modern Plus,Chromebook,15.6,2880x1800 IPS 2.8K,Ryzen 7 8840U,32GB,Intel Arc iGPU,Windows 11 Pro,1.66,1583.91
L1337,Avita,Liber V G16,Notebook,16,3200x2000 Touchscreen 3.2K,Core Ultra 7 155H,48GB,AMD Radeon 780M,Windows 11 Pro,1.7,2271.33
L1338,Dell,Alienware m X1,2 in 1 Convertible,15.6,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 8840U,16GB,Intel Arc iGPU,Windows 11,1.71,1312.36
L1339,HP,OMEN 14,Ultrabook,13.6,3000x2000 IPS Touchscreen 3K,Ryzen 5 7640U,16GB,Intel Arc iGPU,Windows 11,1.38,984.3
L1340,Gigabyte,G6 Plus,Business,16.1,3000x2000 IPS Touchscreen 3K,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.16,2512.9
L1341,Dell,Alienware m 14,Gaming,16.1,3200x2000 Touchscreen 3.2K,Core i7-13700H,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,2.34,2950.84
L1342,LG,Gram Plus,Workstation,14.5,1920x1080 IPS Touchscreen Full HD,Core i5-13500H,24GB,NVIDIA GeForce RTX 3050,ChromeOS,1.98,1702.8
L1343,HP,Envy 13,Gaming,13.3,2560x1440 IPS Quad HD,Core i7-1360P,8GB,AMD Radeon 780M,Windows 11 Pro,1.2,1236.76
L1344,LG,Ultra PC 16,Chromebook,13.3,3200x2000 IPS 3.2K,Core Ultra 7 165H,32GB,AMD Radeon 760M,Windows 11 Pro,1.26,1929.13
L1345,Samsung,Galaxy Book Pro 16,Chromebook,16.1,2560x1600 IPS WQXGA (HD quality),Ryzen 7 7840U,32GB,AMD Radeon 780M,Windows 11,1.85,1572.98
L1346,Apple,MacBook Pro 15,Netbook,15.6,3200x2000 IPS 3.2K,Apple M3 Max,16GB,Apple M3 10‑core GPU,macOS,1.56,2106.08
L1347,ASUS,ExpertBook X1,Gaming,16.1,2880x1800 IPS 2.8K,Core i7-1360P,16GB,Apple M3 10‑core GPU,Windows 11,1.86,1516.44
L1348,Acer,TravelMate 7,Ultrabook,14,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 7 165H,48GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,1.77,2810.93
L1349,Razer,Blade Stealth Pro,Netbook,16,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 4060,Ubuntu 24.04,2.26,2093.46
L1350,Dell,Latitude Plus,Notebook,16,3000x2000 IPS Touchscreen 3K,Core Ultra 9 185H,64GB,AMD Radeon 780M,Windows 11 Pro,1.76,3094.74
L1351,ASUS,TUF Gaming 16,Ultrabook,17,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 165H,16GB,NVIDIA GeForce RTX 4060,Windows 11,2.64,2031.57
L1352,Razer,Blade Stealth 13,2 in 1 Convertible,14,1920x1080 IPS Full HD,Ryzen 7 7840U,8GB,Intel Iris Xe,Windows 11 Pro,1.4,1112.26
L1353,ASUS,ExpertBook G16,2 in 1 Convertible,15,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 8840U,24GB,AMD Radeon 760M,Ubuntu 22.04,1.62,1336.34
L1354,Lenovo,ThinkPad X,Workstation,15,3000x2000 Touchscreen 3K,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.01,2495.85
L1355,Acer,Swift 14,Notebook,14.5,3200x2000 Touchscreen 3.2K,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.91,2729.15
L1356,Apple,MacBook Pro 13,2 in 1 Convertible,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Apple M3 Pro,48GB,Apple M3 10‑core GPU,macOS,1.25,2183.72
L1357,Acer,Nitro X1,2 in 1 Convertible,13.6,1920x1080 IPS Full HD,Ryzen 5 7640U,16GB,AMD Radeon 780M,Ubuntu 22.04,1.36,930.48
L1358,LG,Gram,2 in 1 Convertible,14.5,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 7840U,24GB,AMD Radeon 760M,Windows 11,1.35,1400.16
L1359,Samsung,Galaxy Book3 Plus,Business,17,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4060,Windows 11,2.58,1547.92
L1360,Apple,MacBook Air 15,Chromebook,15,1920x1080 Touchscreen Full HD,Apple M3 Pro,16GB,Apple M3 10‑core GPU,macOS,1.65,1649.27
L1361,Toshiba,Dynabook Portege,Gaming,14.5,3000x2000 Touchscreen 3K,Core Ultra 7 165H,16GB,Apple M3 10‑core GPU,ChromeOS,1.43,1403.98
L1362,Samsung,Galaxy Book Pro 14,2 in 1 Convertible,14.5,2560x1440 IPS Touchscreen Quad HD,Core Ultra 9 185H,8GB,NVIDIA GeForce RTX 4050,Windows 11,1.81,1879.86
L1363,Lenovo,ThinkPad T 16,Business,16.1,2880x1800 IPS 2.8K,Core i5-13500H,32GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,2.15,1859.29
